"id","air_pressure","air_temperature","relative_humidity","wind_speed","wind_direction","precipitation","weather_datetime","created_at","updated_at"
2975,1021.4,12.3,92,1.6,東北東,0.1,2026-01-22 12:30:00.118 +0800,2026-01-23 12:29:59.768 +0800,2026-01-23 12:29:59.768 +0800
2976,1021.0,12.4,93,0.9,X,0.1,2026-01-22 13:30:00.124 +0800,2026-01-23 13:29:59.745 +0800,2026-01-23 13:29:59.745 +0800
2977,1020.8,12.6,91,1.2,東北東,0.0,2026-01-22 14:30:00.132 +0800,2026-01-23 14:29:59.754 +0800,2026-01-23 14:29:59.754 +0800
2978,1021.1,12.0,93,0.7,X,0.5,2026-01-22 15:30:00.130 +0800,2026-01-23 15:29:59.753 +0800,2026-01-23 15:29:59.753 +0800
2979,1022.1,11.8,94,1.5,X,0.1,2026-01-22 16:30:00.149 +0800,2026-01-23 16:29:59.776 +0800,2026-01-23 16:29:59.776 +0800
2980,1022.5,11.7,95,1.2,X,0.5,2026-01-22 17:30:00.130 +0800,2026-01-23 17:29:59.762 +0800,2026-01-23 17:29:59.762 +0800
2981,1023.0,11.9,96,0.1,靜風,0.1,2026-01-22 18:30:00.131 +0800,2026-01-23 18:29:59.753 +0800,2026-01-23 18:29:59.753 +0800
2982,1023.5,11.8,97,0.3,X,1.0,2026-01-22 19:30:00.123 +0800,2026-01-23 19:29:59.741 +0800,2026-01-23 19:29:59.741 +0800
2983,1023.6,11.7,96,0.2,靜風,0.5,2026-01-22 20:30:00.122 +0800,2026-01-23 20:29:59.742 +0800,2026-01-23 20:29:59.742 +0800
2984,1023.2,11.7,97,1.2,X,1.0,2026-01-22 21:30:00.133 +0800,2026-01-23 21:29:59.773 +0800,2026-01-23 21:29:59.773 +0800
2985,1022.8,11.6,96,1.6,X,0.5,2026-01-22 22:30:00.128 +0800,2026-01-23 22:29:59.759 +0800,2026-01-23 22:29:59.759 +0800
2986,1022.4,11.7,97,0.1,靜風,0.1,2026-01-22 23:30:00.131 +0800,2026-01-23 23:29:59.755 +0800,2026-01-23 23:29:59.755 +0800
2987,1019.5,18.3,78,3.9,X,0.0,2026-01-23 12:30:00.123 +0800,2026-01-24 12:29:59.769 +0800,2026-01-24 12:29:59.769 +0800
2988,1018.8,19.1,72,3.6,X,0.0,2026-01-23 13:30:00.140 +0800,2026-01-24 13:29:59.791 +0800,2026-01-24 13:29:59.791 +0800
2989,1018.7,18.6,74,3.6,X,0.0,2026-01-23 14:30:00.121 +0800,2026-01-24 14:29:59.770 +0800,2026-01-24 14:29:59.770 +0800
2990,1019.5,17.2,80,4.1,X,0.0,2026-01-23 15:30:00.131 +0800,2026-01-24 15:29:59.789 +0800,2026-01-24 15:29:59.789 +0800
2991,1020.3,16.1,88,2.6,X,0.1,2026-01-23 16:30:00.131 +0800,2026-01-24 16:29:59.780 +0800,2026-01-24 16:29:59.780 +0800
2992,1020.5,15.8,89,1.6,X,0.1,2026-01-23 17:30:00.128 +0800,2026-01-24 17:29:59.752 +0800,2026-01-24 17:29:59.752 +0800
2993,1020.7,15.3,89,1.1,X,0.0,2026-01-23 18:30:00.141 +0800,2026-01-24 18:29:59.790 +0800,2026-01-24 18:29:59.790 +0800
2994,1020.8,15.8,87,2.3,X,0.0,2026-01-23 19:30:00.123 +0800,2026-01-24 19:29:59.777 +0800,2026-01-24 19:29:59.777 +0800
2995,1021.0,15.7,89,1.6,X,0.0,2026-01-23 20:30:00.136 +0800,2026-01-24 20:29:59.789 +0800,2026-01-24 20:29:59.789 +0800
2996,1021.0,15.4,91,0.8,X,0.0,2026-01-23 21:30:00.181 +0800,2026-01-24 21:29:59.831 +0800,2026-01-24 21:29:59.831 +0800
2997,1020.9,14.9,94,0.6,東南東,0.0,2026-01-23 22:30:00.126 +0800,2026-01-24 22:29:59.780 +0800,2026-01-24 22:29:59.780 +0800
2998,1020.5,14.2,96,0.2,靜風,0.0,2026-01-23 23:30:00.129 +0800,2026-01-24 23:29:59.780 +0800,2026-01-24 23:29:59.780 +0800
2999,1019.1,18.1,83,2.5,X,0.0,2026-01-24 12:30:00.126 +0800,2026-01-25 12:29:59.750 +0800,2026-01-25 12:29:59.750 +0800
3000,1018.4,18.6,81,3.3,X,0.0,2026-01-24 13:30:00.126 +0800,2026-01-25 13:29:59.745 +0800,2026-01-25 13:29:59.745 +0800
3001,1018.4,18.3,81,3.4,X,0.0,2026-01-24 14:30:00.128 +0800,2026-01-25 14:29:59.752 +0800,2026-01-25 14:29:59.752 +0800
3002,1019.0,17.3,83,3.4,X,0.0,2026-01-24 15:30:00.116 +0800,2026-01-25 15:29:59.764 +0800,2026-01-25 15:29:59.764 +0800
3003,1019.6,17.0,85,1.9,X,0.0,2026-01-24 16:30:00.129 +0800,2026-01-25 16:29:59.785 +0800,2026-01-25 16:29:59.785 +0800
3004,1020.1,16.8,84,1.7,X,0.0,2026-01-24 17:30:00.127 +0800,2026-01-25 17:29:59.786 +0800,2026-01-25 17:29:59.786 +0800
3005,1020.1,15.6,89,1.5,X,0.0,2026-01-24 18:30:00.125 +0800,2026-01-25 18:29:59.775 +0800,2026-01-25 18:29:59.775 +0800
3006,1019.8,15.6,91,1.3,X,0.0,2026-01-24 19:30:00.137 +0800,2026-01-25 19:29:59.788 +0800,2026-01-25 19:29:59.788 +0800
3007,1019.4,15.9,89,1.2,X,0.0,2026-01-24 20:30:00.150 +0800,2026-01-25 20:29:59.799 +0800,2026-01-25 20:29:59.799 +0800
3008,1018.9,15.6,92,1.2,X,0.0,2026-01-24 21:30:00.129 +0800,2026-01-25 21:30:00.881 +0800,2026-01-25 21:30:00.881 +0800
3009,1018.1,14.2,95,1.5,X,0.0,2026-01-24 22:30:00.131 +0800,2026-01-25 22:29:59.757 +0800,2026-01-25 22:29:59.757 +0800
3010,1018.1,13.7,96,0.8,X,0.0,2026-01-24 23:30:00.131 +0800,2026-01-25 23:29:59.759 +0800,2026-01-25 23:29:59.759 +0800
3011,1016.4,23.5,64,4.3,東南東,0.0,2026-01-25 12:30:00.129 +0800,2026-01-26 12:29:59.752 +0800,2026-01-26 12:29:59.752 +0800
3012,1016.0,22.6,62,3.6,X,0.0,2026-01-25 13:30:00.119 +0800,2026-01-26 13:29:59.772 +0800,2026-01-26 13:29:59.772 +0800
3013,1015.8,21.8,66,4.6,X,0.0,2026-01-25 14:30:00.127 +0800,2026-01-26 14:29:59.778 +0800,2026-01-26 14:29:59.778 +0800
3014,1015.5,21.5,65,4.9,X,0.0,2026-01-25 15:30:00.125 +0800,2026-01-26 15:29:59.771 +0800,2026-01-26 15:29:59.771 +0800
3015,1016.2,21.1,65,4.3,X,0.0,2026-01-25 16:30:00.132 +0800,2026-01-26 16:29:59.778 +0800,2026-01-26 16:29:59.778 +0800
3016,1016.9,20.4,67,3.2,X,0.0,2026-01-25 17:30:00.159 +0800,2026-01-26 17:29:59.812 +0800,2026-01-26 17:29:59.812 +0800
3017,1017.7,20.1,69,2.1,X,0.0,2026-01-25 18:30:00.119 +0800,2026-01-26 18:29:59.771 +0800,2026-01-26 18:29:59.771 +0800
3018,1018.1,18.8,76,2.1,X,0.0,2026-01-25 19:30:00.125 +0800,2026-01-26 19:29:59.752 +0800,2026-01-26 19:29:59.752 +0800
3019,1018.6,18.4,78,2.6,X,0.0,2026-01-25 20:30:00.128 +0800,2026-01-26 20:29:59.755 +0800,2026-01-26 20:29:59.755 +0800
3020,1018.6,18.6,77,2.7,X,0.0,2026-01-25 21:30:00.129 +0800,2026-01-26 21:29:59.754 +0800,2026-01-26 21:29:59.754 +0800
3021,1018.3,17.3,87,0.2,靜風,0.0,2026-01-25 22:30:00.121 +0800,2026-01-26 22:29:59.778 +0800,2026-01-26 22:29:59.778 +0800
3022,1017.9,16.5,92,0.2,靜風,0.0,2026-01-25 23:30:00.135 +0800,2026-01-26 23:29:59.787 +0800,2026-01-26 23:29:59.787 +0800
3023,1016.3,21.9,71,1.8,X,0.0,2026-01-26 12:30:00.113 +0800,2026-01-27 12:29:59.768 +0800,2026-01-27 12:29:59.768 +0800
3024,1015.3,22.6,68,1.4,X,0.0,2026-01-26 13:30:00.121 +0800,2026-01-27 13:29:59.774 +0800,2026-01-27 13:29:59.774 +0800
3025,1015.0,22.9,64,1.8,X,0.0,2026-01-26 14:30:00.129 +0800,2026-01-27 14:29:59.787 +0800,2026-01-27 14:29:59.787 +0800
3026,1015.1,22.7,66,1.0,X,0.0,2026-01-26 15:30:00.131 +0800,2026-01-27 15:29:59.788 +0800,2026-01-27 15:29:59.788 +0800
3027,1015.6,22.2,70,1.0,X,0.0,2026-01-26 16:30:00.120 +0800,2026-01-27 16:29:59.768 +0800,2026-01-27 16:29:59.768 +0800
3028,1016.4,19.7,83,1.1,X,0.0,2026-01-26 17:30:00.119 +0800,2026-01-27 17:29:59.768 +0800,2026-01-27 17:29:59.768 +0800
3029,1016.8,19.0,86,1.0,X,0.0,2026-01-26 18:30:00.129 +0800,2026-01-27 18:29:59.788 +0800,2026-01-27 18:29:59.788 +0800
3030,1016.3,18.4,90,1.6,X,0.0,2026-01-26 19:30:00.122 +0800,2026-01-27 19:29:59.772 +0800,2026-01-27 19:29:59.772 +0800
3031,1016.2,17.9,92,0.3,X,0.0,2026-01-26 20:30:00.129 +0800,2026-01-27 20:29:59.752 +0800,2026-01-27 20:29:59.752 +0800
3032,1017.2,18.5,89,1.2,X,0.0,2026-01-26 21:30:00.133 +0800,2026-01-27 21:29:59.758 +0800,2026-01-27 21:29:59.758 +0800
3033,1017.7,18.1,88,1.6,X,0.0,2026-01-26 22:30:00.125 +0800,2026-01-27 22:29:59.774 +0800,2026-01-27 22:29:59.774 +0800
3034,1017.7,17.7,91,0.2,靜風,0.0,2026-01-26 23:30:00.126 +0800,2026-01-27 23:29:59.778 +0800,2026-01-27 23:29:59.778 +0800
3035,1017.8,17.2,85,1.2,X,0.1,2026-01-27 12:30:00.149 +0800,2026-01-28 12:29:59.797 +0800,2026-01-28 12:29:59.797 +0800
3036,1017.6,16.6,91,2.1,X,0.1,2026-01-27 13:30:00.110 +0800,2026-01-28 13:29:59.763 +0800,2026-01-28 13:29:59.763 +0800
3037,1017.9,16.6,88,2.7,東北東,0.1,2026-01-27 14:30:00.137 +0800,2026-01-28 14:29:59.793 +0800,2026-01-28 14:29:59.793 +0800
3038,1018.5,16.3,88,1.9,X,0.1,2026-01-27 15:30:00.129 +0800,2026-01-28 15:29:59.785 +0800,2026-01-28 15:29:59.785 +0800
3039,1019.2,16.0,87,1.8,X,0.1,2026-01-27 16:30:00.115 +0800,2026-01-28 16:29:59.774 +0800,2026-01-28 16:29:59.774 +0800
3040,1019.3,15.5,91,2.4,X,0.1,2026-01-27 17:30:00.110 +0800,2026-01-28 17:29:59.754 +0800,2026-01-28 17:29:59.754 +0800
3041,1020.0,15.3,94,1.2,X,0.1,2026-01-27 18:30:00.120 +0800,2026-01-28 18:29:59.761 +0800,2026-01-28 18:29:59.761 +0800
3042,1020.0,15.0,95,1.5,X,2.5,2026-01-27 19:30:00.121 +0800,2026-01-28 19:29:59.746 +0800,2026-01-28 19:29:59.746 +0800
3043,1020.6,14.9,95,0.9,東北東,2.0,2026-01-27 20:30:00.131 +0800,2026-01-28 20:30:00.851 +0800,2026-01-28 20:30:00.851 +0800
3044,1020.6,15.0,96,0.4,X,3.0,2026-01-27 21:30:00.142 +0800,2026-01-28 21:29:59.763 +0800,2026-01-28 21:29:59.763 +0800
3045,1020.5,15.0,96,0.2,靜風,0.5,2026-01-27 22:30:00.126 +0800,2026-01-28 22:29:59.744 +0800,2026-01-28 22:29:59.744 +0800
3046,1020.3,14.5,95,1.9,X,0.5,2026-01-27 23:30:00.130 +0800,2026-01-28 23:29:59.756 +0800,2026-01-28 23:29:59.756 +0800
3047,1019.7,16.0,85,2.1,X,0.0,2026-01-28 12:30:00.125 +0800,2026-01-29 12:29:59.752 +0800,2026-01-29 12:29:59.752 +0800
3048,1019.3,15.8,84,2.7,X,0.0,2026-01-28 13:30:00.130 +0800,2026-01-29 13:29:59.752 +0800,2026-01-29 13:29:59.752 +0800
3049,1019.6,15.2,84,3.3,X,0.0,2026-01-28 14:30:00.123 +0800,2026-01-29 14:29:59.745 +0800,2026-01-29 14:29:59.745 +0800
3050,1020.0,15.0,85,1.9,X,0.0,2026-01-28 15:30:00.144 +0800,2026-01-29 15:29:59.772 +0800,2026-01-29 15:29:59.772 +0800
3051,1020.2,15.1,85,1.5,X,0.0,2026-01-28 16:30:00.127 +0800,2026-01-29 16:29:59.774 +0800,2026-01-29 16:29:59.774 +0800
3052,1020.3,15.0,87,1.5,X,0.0,2026-01-28 17:30:00.131 +0800,2026-01-29 17:29:59.783 +0800,2026-01-29 17:29:59.783 +0800
3053,1020.4,15.3,83,2.1,X,0.0,2026-01-28 18:30:00.122 +0800,2026-01-29 18:29:59.781 +0800,2026-01-29 18:29:59.781 +0800
3054,1020.8,15.2,85,2.5,X,0.0,2026-01-28 19:30:00.129 +0800,2026-01-29 19:29:59.778 +0800,2026-01-29 19:29:59.778 +0800
3055,1021.5,15.1,86,1.7,X,0.1,2026-01-28 20:30:00.129 +0800,2026-01-29 20:29:59.786 +0800,2026-01-29 20:29:59.786 +0800
3056,1021.6,15.0,87,1.9,X,0.0,2026-01-28 21:30:00.133 +0800,2026-01-29 21:29:59.784 +0800,2026-01-29 21:29:59.784 +0800
3057,1021.1,14.9,86,2.4,東南,0.0,2026-01-28 22:30:00.124 +0800,2026-01-29 22:29:59.777 +0800,2026-01-29 22:29:59.777 +0800
3058,1020.6,15.2,83,2.8,X,0.0,2026-01-28 23:30:00.114 +0800,2026-01-29 23:29:59.765 +0800,2026-01-29 23:29:59.765 +0800
3059,1017.9,22.4,58,3.4,X,0.0,2026-01-29 12:30:00.123 +0800,2026-01-30 12:29:59.770 +0800,2026-01-30 12:29:59.770 +0800
3060,1017.6,21.8,60,5.2,X,0.0,2026-01-29 13:30:00.122 +0800,2026-01-30 13:29:59.786 +0800,2026-01-30 13:29:59.786 +0800
3061,1017.6,21.6,60,4.5,東,0.0,2026-01-29 14:30:00.129 +0800,2026-01-30 14:29:59.784 +0800,2026-01-30 14:29:59.784 +0800
3062,1017.8,19.7,66,3.5,東,0.0,2026-01-29 15:30:00.120 +0800,2026-01-30 15:29:59.776 +0800,2026-01-30 15:29:59.776 +0800
3063,1018.2,19.4,69,4.0,X,0.0,2026-01-29 16:30:00.124 +0800,2026-01-30 16:29:59.780 +0800,2026-01-30 16:29:59.780 +0800
3064,1018.5,17.6,78,2.9,X,0.0,2026-01-29 17:30:00.126 +0800,2026-01-30 17:29:59.777 +0800,2026-01-30 17:29:59.777 +0800
3065,1018.7,18.0,76,3.7,X,0.0,2026-01-29 18:30:00.126 +0800,2026-01-30 18:29:59.773 +0800,2026-01-30 18:29:59.773 +0800
3066,1018.8,18.2,75,3.6,X,0.0,2026-01-29 19:30:00.130 +0800,2026-01-30 19:29:59.774 +0800,2026-01-30 19:29:59.774 +0800
3067,1019.0,18.4,75,4.2,X,0.0,2026-01-29 20:30:01.149 +0800,2026-01-30 20:30:00.810 +0800,2026-01-30 20:30:00.810 +0800
3068,1018.9,18.7,75,4.0,X,0.0,2026-01-29 21:30:00.136 +0800,2026-01-30 21:29:59.790 +0800,2026-01-30 21:29:59.790 +0800
3069,1018.9,19.0,72,4.4,X,0.0,2026-01-29 22:30:00.120 +0800,2026-01-30 22:29:59.771 +0800,2026-01-30 22:29:59.771 +0800
3070,1018.6,18.8,73,4.0,X,0.0,2026-01-29 23:30:00.115 +0800,2026-01-30 23:29:59.768 +0800,2026-01-30 23:29:59.768 +0800
3071,1016.3,24.0,56,0.8,X,0.0,2026-01-30 12:30:00.116 +0800,2026-01-31 12:29:59.778 +0800,2026-01-31 12:29:59.778 +0800
3072,1015.7,24.2,55,1.2,西北西,0.0,2026-01-30 13:30:00.111 +0800,2026-01-31 13:29:59.754 +0800,2026-01-31 13:29:59.754 +0800
3073,1015.4,24.1,60,2.7,X,0.0,2026-01-30 14:30:00.129 +0800,2026-01-31 14:29:59.886 +0800,2026-01-31 14:29:59.886 +0800
3074,1016.0,22.5,70,2.0,X,0.0,2026-01-30 15:30:00.150 +0800,2026-01-31 15:29:59.838 +0800,2026-01-31 15:29:59.838 +0800
3075,1017.1,20.6,78,3.0,西,0.0,2026-01-30 16:30:00.121 +0800,2026-01-31 16:29:59.771 +0800,2026-01-31 16:29:59.771 +0800
3076,1017.4,19.7,81,2.3,西,0.0,2026-01-30 17:30:00.127 +0800,2026-01-31 17:29:59.799 +0800,2026-01-31 17:29:59.799 +0800
3077,1017.7,19.4,82,1.9,X,0.0,2026-01-30 18:30:00.120 +0800,2026-01-31 18:29:59.809 +0800,2026-01-31 18:29:59.809 +0800
3078,1018.0,19.0,85,2.1,X,0.0,2026-01-30 19:30:00.116 +0800,2026-01-31 19:29:59.764 +0800,2026-01-31 19:29:59.764 +0800
3079,1018.3,18.7,86,1.9,X,0.0,2026-01-30 20:30:00.129 +0800,2026-01-31 20:29:59.794 +0800,2026-01-31 20:29:59.794 +0800
3080,1018.4,18.5,88,1.2,X,0.0,2026-01-30 21:30:00.125 +0800,2026-01-31 21:29:59.782 +0800,2026-01-31 21:29:59.782 +0800
3081,1018.5,18.3,90,2.0,X,0.0,2026-01-30 22:30:00.114 +0800,2026-01-31 22:30:00.023 +0800,2026-01-31 22:30:00.023 +0800
3082,1018.5,17.6,92,1.4,西北,0.1,2026-01-30 23:30:01.164 +0800,2026-01-31 23:30:00.858 +0800,2026-01-31 23:30:00.858 +0800
3083,1019.2,17.6,86,2.3,X,0.0,2026-01-31 12:30:00.134 +0800,2026-02-01 12:29:59.791 +0800,2026-02-01 12:29:59.791 +0800
3084,1018.8,17.9,85,1.7,X,0.0,2026-01-31 13:30:00.126 +0800,2026-02-01 13:29:59.779 +0800,2026-02-01 13:29:59.779 +0800
3085,1018.8,17.3,85,2.8,X,0.1,2026-01-31 14:30:00.135 +0800,2026-02-01 14:29:59.780 +0800,2026-02-01 14:29:59.780 +0800
3086,1019.2,16.6,86,2.3,X,0.1,2026-01-31 15:30:00.115 +0800,2026-02-01 15:29:59.767 +0800,2026-02-01 15:29:59.767 +0800
3087,1019.8,16.2,87,2.0,X,0.0,2026-01-31 16:30:00.114 +0800,2026-02-01 16:29:59.761 +0800,2026-02-01 16:29:59.761 +0800
3088,1020.5,15.9,86,2.2,X,0.1,2026-01-31 17:30:00.127 +0800,2026-02-01 17:29:59.774 +0800,2026-02-01 17:29:59.774 +0800
3089,1021.6,15.1,92,1.6,X,0.5,2026-01-31 18:30:00.131 +0800,2026-02-01 18:29:59.755 +0800,2026-02-01 18:29:59.755 +0800
3090,1022.3,14.7,93,1.0,X,1.0,2026-01-31 19:30:00.118 +0800,2026-02-01 19:29:59.739 +0800,2026-02-01 19:29:59.739 +0800
3091,1022.7,14.2,95,1.3,X,1.0,2026-01-31 20:30:00.125 +0800,2026-02-01 20:29:59.752 +0800,2026-02-01 20:29:59.752 +0800
3092,1022.7,14.1,95,1.2,X,1.0,2026-01-31 21:30:00.129 +0800,2026-02-01 21:29:59.780 +0800,2026-02-01 21:29:59.780 +0800
3093,1022.5,14.1,95,1.0,X,1.5,2026-01-31 22:30:00.124 +0800,2026-02-01 22:29:59.786 +0800,2026-02-01 22:29:59.786 +0800
3094,1022.5,14.1,96,0.4,東南東,1.5,2026-01-31 23:30:00.127 +0800,2026-02-01 23:29:59.776 +0800,2026-02-01 23:29:59.776 +0800
3095,1020.2,15.4,93,2.4,X,1.0,2026-02-01 12:30:00.128 +0800,2026-02-02 12:29:59.809 +0800,2026-02-02 12:29:59.809 +0800
3096,1019.6,15.8,92,2.3,X,0.5,2026-02-01 13:30:01.173 +0800,2026-02-02 13:30:00.856 +0800,2026-02-02 13:30:00.856 +0800
3097,1019.8,15.0,94,2.9,X,3.0,2026-02-01 14:30:00.106 +0800,2026-02-02 14:29:59.753 +0800,2026-02-02 14:29:59.753 +0800
3098,1020.3,14.8,94,2.0,X,1.0,2026-02-01 15:30:00.117 +0800,2026-02-02 15:29:59.769 +0800,2026-02-02 15:29:59.769 +0800
3099,1020.0,15.0,96,1.7,X,0.1,2026-02-01 16:30:00.336 +0800,2026-02-02 16:29:59.958 +0800,2026-02-02 16:29:59.958 +0800
3100,1020.0,14.9,93,1.4,X,0.5,2026-02-01 17:30:00.133 +0800,2026-02-02 17:29:59.755 +0800,2026-02-02 17:29:59.755 +0800
3101,1021.0,14.8,92,2.5,X,0.1,2026-02-01 18:30:00.123 +0800,2026-02-02 18:29:59.747 +0800,2026-02-02 18:29:59.747 +0800
3102,1021.5,15.1,91,2.6,X,0.1,2026-02-01 19:30:00.193 +0800,2026-02-02 19:29:59.827 +0800,2026-02-02 19:29:59.827 +0800
3103,1022.0,14.9,93,1.8,東北,0.1,2026-02-01 20:30:00.120 +0800,2026-02-02 20:29:59.762 +0800,2026-02-02 20:29:59.762 +0800
3104,1021.9,14.7,95,1.3,X,0.1,2026-02-01 21:30:00.133 +0800,2026-02-02 21:29:59.781 +0800,2026-02-02 21:29:59.781 +0800
3105,1022.0,14.8,96,0.8,北北東,0.1,2026-02-01 22:30:00.135 +0800,2026-02-02 22:29:59.809 +0800,2026-02-02 22:29:59.809 +0800
3106,1021.9,14.8,97,0.1,靜風,0.5,2026-02-01 23:30:00.117 +0800,2026-02-02 23:29:59.780 +0800,2026-02-02 23:29:59.780 +0800
3107,1022.6,15.0,92,1.9,X,0.1,2026-02-02 12:30:00.122 +0800,2026-02-03 12:29:59.776 +0800,2026-02-03 12:29:59.776 +0800
3108,1022.3,14.7,92,2.1,X,0.1,2026-02-02 13:30:00.122 +0800,2026-02-03 13:29:59.767 +0800,2026-02-03 13:29:59.767 +0800
3109,1022.5,14.6,91,1.7,東,0.1,2026-02-02 14:30:00.171 +0800,2026-02-03 14:29:59.804 +0800,2026-02-03 14:29:59.804 +0800
3110,1022.7,14.4,91,1.8,X,0.1,2026-02-02 15:30:00.124 +0800,2026-02-03 15:29:59.746 +0800,2026-02-03 15:29:59.746 +0800
3111,1022.9,14.1,94,2.1,X,0.5,2026-02-02 16:30:00.128 +0800,2026-02-03 16:29:59.757 +0800,2026-02-03 16:29:59.757 +0800
3112,1023.7,14.1,93,2.0,X,0.1,2026-02-02 17:30:00.138 +0800,2026-02-03 17:29:59.791 +0800,2026-02-03 17:29:59.791 +0800
3113,1024.5,14.2,94,1.2,X,0.1,2026-02-02 18:30:00.135 +0800,2026-02-03 18:29:59.796 +0800,2026-02-03 18:29:59.796 +0800
3114,1025.1,13.9,94,1.8,東北東,1.0,2026-02-02 19:30:00.136 +0800,2026-02-03 19:29:59.784 +0800,2026-02-03 19:29:59.784 +0800
3115,1025.6,13.7,91,3.1,X,0.1,2026-02-02 20:30:00.144 +0800,2026-02-03 20:30:00.857 +0800,2026-02-03 20:30:00.857 +0800
3116,1025.6,13.9,90,3.1,X,0.1,2026-02-02 21:30:00.126 +0800,2026-02-03 21:30:00.829 +0800,2026-02-03 21:30:00.829 +0800
3117,1025.2,13.7,92,2.0,X,0.1,2026-02-02 22:30:00.134 +0800,2026-02-03 22:29:59.779 +0800,2026-02-03 22:29:59.779 +0800
3118,1025.1,13.8,90,2.0,X,0.1,2026-02-02 23:30:00.132 +0800,2026-02-03 23:29:59.782 +0800,2026-02-03 23:29:59.782 +0800
3119,1021.7,18.0,70,4.4,X,0.0,2026-02-03 12:30:00.140 +0800,2026-02-04 12:29:59.805 +0800,2026-02-04 12:29:59.805 +0800
3120,1020.8,18.7,67,4.4,X,0.0,2026-02-03 13:30:00.143 +0800,2026-02-04 13:29:59.796 +0800,2026-02-04 13:29:59.796 +0800
3121,1020.2,18.5,66,4.6,X,0.0,2026-02-03 14:30:00.117 +0800,2026-02-04 14:29:59.747 +0800,2026-02-04 14:29:59.747 +0800
3122,1019.9,18.8,64,4.4,X,0.0,2026-02-03 15:30:00.128 +0800,2026-02-04 15:29:59.747 +0800,2026-02-04 15:29:59.747 +0800
3123,1020.0,17.6,71,4.3,X,0.0,2026-02-03 16:30:00.334 +0800,2026-02-04 16:29:59.997 +0800,2026-02-04 16:29:59.997 +0800
3124,1020.1,16.6,76,4.3,X,0.0,2026-02-03 17:30:00.127 +0800,2026-02-04 17:29:59.751 +0800,2026-02-04 17:29:59.751 +0800
3125,1020.3,16.0,79,3.7,X,0.0,2026-02-03 18:30:03.158 +0800,2026-02-04 18:30:02.782 +0800,2026-02-04 18:30:02.782 +0800
3126,1020.5,15.9,81,3.2,X,0.0,2026-02-03 19:30:00.135 +0800,2026-02-04 19:29:59.784 +0800,2026-02-04 19:29:59.784 +0800
3127,1020.4,16.3,79,4.1,X,0.0,2026-02-03 20:30:00.127 +0800,2026-02-04 20:29:59.776 +0800,2026-02-04 20:29:59.776 +0800
3128,1020.0,16.5,80,2.5,X,0.0,2026-02-03 21:30:00.143 +0800,2026-02-04 21:29:59.786 +0800,2026-02-04 21:29:59.786 +0800
3129,1019.6,15.7,86,1.1,X,0.0,2026-02-03 22:30:00.131 +0800,2026-02-04 22:29:59.784 +0800,2026-02-04 22:29:59.784 +0800
3130,1019.1,16.4,81,0.9,東,0.0,2026-02-03 23:30:00.129 +0800,2026-02-04 23:29:59.784 +0800,2026-02-04 23:29:59.784 +0800
3131,1013.7,25.9,45,1.6,X,0.0,2026-02-05 12:29:00.137 +0800,2026-02-06 12:28:59.783 +0800,2026-02-06 12:28:59.783 +0800
3132,1012.4,26.2,44,1.9,X,0.0,2026-02-05 12:30:00.118 +0800,2026-02-06 12:29:59.769 +0800,2026-02-06 12:29:59.769 +0800
3133,1011.7,26.0,45,1.3,X,0.1,2026-02-05 13:30:00.127 +0800,2026-02-06 13:29:59.757 +0800,2026-02-06 13:29:59.757 +0800
3134,1011.6,25.0,52,1.5,X,0.0,2026-02-05 14:30:00.130 +0800,2026-02-06 14:29:59.752 +0800,2026-02-06 14:29:59.752 +0800
3135,1011.8,25.0,53,1.2,X,0.0,2026-02-05 15:30:00.125 +0800,2026-02-06 15:29:59.742 +0800,2026-02-06 15:29:59.742 +0800
3136,1012.4,23.0,67,0.4,X,0.0,2026-02-05 16:30:00.135 +0800,2026-02-06 16:29:59.757 +0800,2026-02-06 16:29:59.757 +0800
3137,1012.8,20.0,81,0.2,靜風,0.0,2026-02-05 17:30:00.128 +0800,2026-02-06 17:29:59.750 +0800,2026-02-06 17:29:59.750 +0800
3138,1013.4,18.6,85,0.9,X,0.0,2026-02-05 18:30:00.178 +0800,2026-02-06 18:29:59.824 +0800,2026-02-06 18:29:59.824 +0800
3139,1013.9,17.3,90,0.4,X,0.0,2026-02-05 19:30:00.125 +0800,2026-02-06 19:29:59.806 +0800,2026-02-06 19:29:59.806 +0800
3140,1014.0,17.4,91,0.8,X,0.0,2026-02-05 20:30:00.141 +0800,2026-02-06 20:29:59.791 +0800,2026-02-06 20:29:59.791 +0800
3141,1014.3,16.4,93,0.3,X,0.0,2026-02-05 21:30:00.148 +0800,2026-02-06 21:29:59.805 +0800,2026-02-06 21:29:59.805 +0800
3142,1014.0,16.8,93,1.3,X,0.0,2026-02-05 22:30:00.129 +0800,2026-02-06 22:29:59.785 +0800,2026-02-06 22:29:59.785 +0800
3143,1014.0,15.7,94,0.4,X,0.0,2026-02-05 23:30:00.123 +0800,2026-02-06 23:29:59.769 +0800,2026-02-06 23:29:59.769 +0800
3144,1013.1,21.3,78,2.3,X,0.1,2026-02-06 12:29:00.142 +0800,2026-02-07 12:28:59.801 +0800,2026-02-07 12:28:59.801 +0800
3145,1012.2,20.2,89,1.7,X,0.5,2026-02-06 12:30:00.350 +0800,2026-02-07 12:30:00.002 +0800,2026-02-07 12:30:00.002 +0800
